date,property,description,amount,type,category,source,notes
2025-06-30,haverhill,Service call - windows,-299.99,expense,maintenance,grantmain_pm,WO#45471-1
2025-06-30,haverhill,Electrical - thermostat/heat/AC,-119.84,expense,electrical,grantmain_pm,WO#45521-1
2025-06-30,haverhill,Management Fee - 06/2025,-100.00,expense,management_fee,grantmain_pm,
2025-07-23,,Wise to Mercury transfer,-1000.00,transfer,internal,wise,To Mercury xx3810
2025-07-31,oakfield,Insurance - OSC INS SVCS,-850.40,expense,insurance,wise,
2025-07-02,oakfield,Rent - May 2025 (partial),300.00,revenue,rent,grantmain_pm,
2025-07-11,haverhill,Rent - move in charge,45.00,revenue,rent,grantmain_pm,
2025-07-15,oakfield,Maintenance materials - clips/frame kit,-54.78,expense,maintenance_materials,grantmain_pm,HD Amex 3717
2025-07-15,oakfield,Maintenance materials - plate/detector/gloves,-286.49,expense,maintenance_materials,grantmain_pm,HD Amex 1745
2025-07-15,oakfield,Construction mgmt fee - LeVasseur 06/30,-8.50,expense,construction_markup,grantmain_pm,10%
2025-07-31,oakfield,City inspection repairs - exterior,-500.00,expense,maintenance,grantmain_pm,WO#43317-1
2025-07-31,oakfield,Management Fee - 07/2025,-100.00,expense,management_fee,grantmain_pm,
2025-07-31,haverhill,Interior repair - shower head/plugs,-144.30,expense,maintenance,grantmain_pm,WO#46000-1
2025-07-31,haverhill,Exterior repair - foundation cracks/water leak,-57.20,expense,maintenance,grantmain_pm,WO#46319-2
2025-07-31,haverhill,Management Fee - 07/2025,-100.00,expense,management_fee,grantmain_pm,
2025-08-13,haverhill,Insurance - REInsurePro,-173.02,expense,insurance,wise,Monthly premium (double month)
2025-08-06,haverhill,Construction mgmt fee - John Electric,-25.00,expense,construction_markup,grantmain_pm,10%
2025-08-06,haverhill,Insurance - move in liability,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-06,haverhill,Admin Fee - move in,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-06,haverhill,Insurance - Jun 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-06,haverhill,Admin Fee - Jun 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-06,haverhill,Insurance - Jul 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-06,haverhill,Admin Fee - Jul 2025,2.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-07,haverhill,Electrical - power outage troubleshoot,-250.00,expense,electrical,grantmain_pm,John Electric INV5615
2025-08-11,oakfield,Construction mgmt fee - waste disposal,-42.50,expense,construction_markup,grantmain_pm,10% on All Street INV2261
2025-08-13,haverhill,Registration - CofC fee,-76.00,expense,legal,grantmain_pm,City of Detroit
2025-08-18,oakfield,Rent - May 2025 (partial),94.57,revenue,rent,grantmain_pm,
2025-08-18,oakfield,Appliances - May 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-08-18,oakfield,Water,87.77,revenue,utility_passthrough,grantmain_pm,
2025-08-18,oakfield,Admin fee - utility,50.00,revenue,utility_passthrough,grantmain_pm,
2025-08-18,oakfield,Insurance - Jun 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-18,oakfield,Admin Fee - Jun 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-18,oakfield,Rent - June 2025,1200.00,revenue,rent,grantmain_pm,
2025-08-18,oakfield,Appliances - June 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-08-18,oakfield,Water,101.13,revenue,utility_passthrough,grantmain_pm,
2025-08-18,oakfield,Admin fee - utility,50.00,revenue,utility_passthrough,grantmain_pm,
2025-08-18,oakfield,Insurance - Jul 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-18,oakfield,Admin Fee - Jul 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-18,oakfield,Rent - July 2025 (partial),139.53,revenue,rent,grantmain_pm,
2025-08-18,oakfield,Appliances - July 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-08-19,oakfield,Rent - July 2025,900.00,revenue,rent,grantmain_pm,
2025-08-19,oakfield,Rent - July 2025 (partial),160.47,revenue,rent,grantmain_pm,
2025-08-19,oakfield,Appliances - July 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-08-19,oakfield,Water,44.95,revenue,utility_passthrough,grantmain_pm,
2025-08-19,oakfield,Insurance - Aug 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-19,oakfield,Admin Fee - Aug 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-19,oakfield,Rent - August 2025,1200.00,revenue,rent,grantmain_pm,
2025-08-19,oakfield,Appliances - August 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-08-20,oakfield,Maintenance materials markup,-8.29,expense,maintenance_materials,grantmain_pm,10% on HD $82.89
2025-08-29,haverhill,Subsidized Rent - Jun 2025,1300.00,revenue,rent,grantmain_pm,S8 DHC
2025-08-29,haverhill,Admin Fee - Jul 2025,0.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-29,haverhill,Subsidized Rent - Jul 2025,1300.00,revenue,rent,grantmain_pm,S8 DHC
2025-08-29,haverhill,Insurance - Aug 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-08-29,haverhill,Admin Fee - Aug 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-08-29,haverhill,Subsidized Rent - Aug 2025,1300.00,revenue,rent,grantmain_pm,S8 DHC
2025-08-29,haverhill,Subsidized Rent - move in prorated,903.39,revenue,rent,grantmain_pm,
2025-08-31,oakfield,Management Fee - 08/2025,-369.46,expense,management_fee,grantmain_pm,
2025-08-31,oakfield,Admin Fee - 08/2025,-109.00,expense,admin_fee,grantmain_pm,
2025-08-31,oakfield,Insurance Services - 08/2025,-31.50,expense,insurance,grantmain_pm,
2025-08-31,haverhill,Lock/Key - tenant locked out,-24.70,expense,locks,grantmain_pm,WO#47383-1
2025-08-31,haverhill,Management Fee - 08/2025,-480.34,expense,management_fee,grantmain_pm,
2025-08-31,haverhill,Insurance Services - 08/2025,-42.00,expense,insurance,grantmain_pm,
2025-08-31,haverhill,Admin Fee - 08/2025,-12.00,expense,admin_fee,grantmain_pm,
2025-07-24,,Wise (US) - Checking xx4991,1000.00,transfer,wise_inbound,mercury,
2025-07-30,,Corporate Filings LLC,-200.00,expense,legal_filing,mercury,
2025-09-14,,Owner Contribution,6000.00,owner_contribution,funding,wise,
2025-09-16,haverhill,Insurance - REInsurePro,-86.51,expense,insurance,wise,Monthly premium
2025-10-02,,Wise to Mercury transfer,-1000.00,transfer,internal,wise,To Mercury xx3810
2025-09-10,haverhill,Subsidized Rent - September 2025,1300.00,revenue,rent,grantmain_pm,S8 DHC
2025-09-11,oakfield,Plumbing - snaked main 90ft,-500.00,expense,plumbing,grantmain_pm,24/7 Devoted Services INV1244
2025-09-11,oakfield,Construction mgmt fee - plumbing,-50.00,expense,construction_markup,grantmain_pm,10%
2025-09-17,oakfield,Maintenance materials,-82.89,expense,maintenance_materials,grantmain_pm,HD Amex 3535
2025-09-17,oakfield,Trash & recycling - 30yd dumpster,-425.00,expense,trash_removal,grantmain_pm,All Street INV2261
2025-09-29,oakfield,Insurance - liability to landlord,10.50,revenue,insurance_passthrough,grantmain_pm,Sep 2025
2025-09-29,oakfield,Admin fee - insurance,3.00,revenue,insurance_passthrough,grantmain_pm,Sep 2025
2025-09-29,oakfield,Rent - September 2025,864.58,revenue,rent,grantmain_pm,
2025-09-30,oakfield,HVAC/service call - eviction lock change,-189.36,expense,hvac,grantmain_pm,WO#48268-1
2025-09-30,oakfield,Management Fee - 09/2025,-100.00,expense,management_fee,grantmain_pm,
2025-09-30,oakfield,Insurance Services - 09/2025,-10.50,expense,insurance,grantmain_pm,
2025-09-30,oakfield,Admin Fee - 09/2025,-3.00,expense,admin_fee,grantmain_pm,
2025-09-30,haverhill,Management Fee - 09/2025,-130.00,expense,management_fee,grantmain_pm,
2025-10-01,,Otm Tax Advisors,-800.00,expense,accounting,mercury,
2025-10-03,oakfield,Maintenance materials markup,-7.12,expense,maintenance_materials,grantmain_pm,10% on HD $71
2025-10-03,,Wise (US) - Checking xx4991,1000.00,transfer,wise_inbound,mercury,
2025-10-15,haverhill,Insurance - REInsurePro,-86.51,expense,insurance,wise,Monthly premium
2025-10-06,haverhill,Subsidized Rent - October 2025,1300.00,revenue,rent,grantmain_pm,S8 DHC
2025-10-07,oakfield,Owner Contribution - Inspection SOW,1795.60,owner_contribution,funding,grantmain_pm,
2025-10-14,,Otm Tax Advisors,-275.00,expense,accounting,mercury,
2025-10-15,oakfield,Water - chargeback,-144.84,expense,utilities,grantmain_pm,
2025-10-15,haverhill,Maintenance materials markup,-6.06,expense,maintenance_materials,grantmain_pm,10% on HD $60
2025-10-16,oakfield,Construction mgmt fee - TMCMG,-50.00,expense,construction_markup,grantmain_pm,10%
2025-10-16,oakfield,HVAC - replaced gas valve on furnace,-500.00,expense,hvac,grantmain_pm,TMCMG
2025-10-23,oakfield,Drywall repair,-892.50,expense,maintenance,grantmain_pm,JHSB Housing
2025-10-24,oakfield,Construction mgmt fee - JHSB,-322.50,expense,construction_markup,grantmain_pm,10%
2025-10-24,oakfield,Exterior - aluminum trim / gutter / roof,-1612.50,expense,maintenance,grantmain_pm,JHSB Housing
2025-10-29,oakfield,Rent - September 2025 (partial),335.42,revenue,rent,grantmain_pm,
2025-10-29,oakfield,Appliances - September 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-10-29,oakfield,Insurance - Oct 2025 liability,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-10-29,oakfield,Admin Fee - Oct 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-10-29,oakfield,Rent - October 2025,526.08,revenue,rent,grantmain_pm,
2025-10-31,oakfield,Management Fee - 10/2025,-100.00,expense,management_fee,grantmain_pm,
2025-10-31,oakfield,Insurance Services - 10/2025,-10.50,expense,insurance,grantmain_pm,
2025-10-31,oakfield,Admin Fee - 10/2025,-3.00,expense,admin_fee,grantmain_pm,
2025-10-31,haverhill,Management Fee - 10/2025,-130.00,expense,management_fee,grantmain_pm,
2025-11-14,haverhill,Insurance - REInsurePro,-86.51,expense,insurance,wise,Monthly premium
2025-11-02,,Interest payment,1.60,revenue,interest,wise,
2025-11-04,oakfield,Legal - violation ticket,-305.00,expense,legal,grantmain_pm,Linebarger Goggan
2025-11-04,oakfield,Construction mgmt fee - legal,-30.50,expense,construction_markup,grantmain_pm,10%
2025-11-05,oakfield,Maintenance materials markup,-13.43,expense,maintenance_materials,grantmain_pm,10% on HD $134
2025-11-06,haverhill,Subsidized Rent - S8 Portion,955.00,revenue,rent,grantmain_pm,S8 DHC
2025-11-06,haverhill,Insurance - Sep 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Admin Fee - Sep 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Insurance - Oct 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Admin Fee - Oct 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Insurance - Nov 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Admin Fee - Nov 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-11-06,haverhill,Rent - Nov 2025 tenant portion,235.11,revenue,rent,grantmain_pm,
2025-11-06,haverhill,Prepaid Rent,69.39,revenue,rent,grantmain_pm,
2025-11-18,oakfield,Maintenance materials - screw/sealant/molding,-71.21,expense,maintenance_materials,grantmain_pm,HD Amex 3717
2025-11-18,oakfield,Construction mgmt fee - plumber,-50.00,expense,construction_markup,grantmain_pm,10% on Plumber's Next Door
2025-11-18,haverhill,Maintenance materials,-60.60,expense,maintenance_materials,grantmain_pm,HD Amex 1257
2025-11-19,oakfield,Water - chargeback,-260.45,expense,utilities,grantmain_pm,
2025-11-20,oakfield,Plumbing - snaking main and bathroom stack,-500.00,expense,plumbing,grantmain_pm,Special Delivery LLC
2025-11-30,oakfield,Rent - October 2025,500.00,revenue,rent,grantmain_pm,ECP
2025-11-30,oakfield,Management Fee - 11/2025,-100.00,expense,management_fee,grantmain_pm,
2025-11-30,oakfield,Doors repair,-208.00,expense,maintenance,grantmain_pm,WO#49910-1
2025-11-30,haverhill,Management Fee - 11/2025,-125.95,expense,management_fee,grantmain_pm,
2025-11-30,haverhill,Insurance Services - 11/2025,-31.50,expense,insurance,grantmain_pm,
2025-11-30,haverhill,Admin Fee - 11/2025,-9.00,expense,admin_fee,grantmain_pm,
2025-11-30,haverhill,Exterior repairs - door knob/tile/caulk/weatherstrip,-347.75,expense,maintenance,grantmain_pm,WO#49398-1
2025-11-30,,Corporate Filings LLC,-125.00,expense,legal_filing,mercury,
2025-12-01,,Interest payment,15.46,revenue,interest,wise,
2025-12-16,haverhill,Insurance - REInsurePro,-86.51,expense,insurance,wise,Monthly premium
2025-12-26,,Owner Contribution,15000.00,owner_contribution,funding,wise,
2025-12-08,haverhill,Subsidized Rent - S8 Portion,955.00,revenue,rent,grantmain_pm,S8 DHC
2025-12-12,haverhill,Rent - Nov 2025 tenant portion,109.89,revenue,rent,grantmain_pm,
2025-12-12,haverhill,Insurance - Dec 2025,10.50,revenue,insurance_passthrough,grantmain_pm,
2025-12-12,haverhill,Admin Fee - Dec 2025,3.00,revenue,insurance_passthrough,grantmain_pm,
2025-12-12,haverhill,Rent - Dec 2025 tenant portion,145.00,revenue,rent,grantmain_pm,
2025-12-16,oakfield,Maintenance materials - smoke detector/door knob,-134.25,expense,maintenance_materials,grantmain_pm,HD Amex 3717
2025-12-22,oakfield,Owner Contribution - final draw for SOW,1700.00,owner_contribution,funding,grantmain_pm,
2025-12-26,oakfield,Owner Contribution - summer and winter tax,3000.00,owner_contribution,funding,grantmain_pm,
2025-12-26,oakfield,Property Taxes - Winter 2025,-259.21,expense,property_tax,grantmain_pm,
2025-12-26,oakfield,Property Taxes - Summer 2025,-2519.27,expense,property_tax,grantmain_pm,
2025-12-26,haverhill,Owner Contribution - summer and winter tax,3000.00,owner_contribution,funding,grantmain_pm,
2025-12-26,haverhill,Property Taxes - Winter 2025,-278.33,expense,property_tax,grantmain_pm,
2025-12-26,haverhill,Property Taxes - Summer 2025,-2683.76,expense,property_tax,grantmain_pm,
2025-12-29,oakfield,Rent - October 2025,173.92,revenue,rent,grantmain_pm,
2025-12-29,oakfield,Appliances - October 2025,25.00,revenue,appliance_fee,grantmain_pm,
2025-12-29,oakfield,Water charges,-1.08,expense,utilities,grantmain_pm,
2025-12-31,oakfield,Management Fee - 12/2025,-100.00,expense,management_fee,grantmain_pm,
2025-12-31,haverhill,Doors repair - bathroom door knob,-37.05,expense,maintenance,grantmain_pm,WO#50557-1
2025-12-31,haverhill,Doors/service call - broken house door,-72.29,expense,maintenance,grantmain_pm,WO#51281-1
2025-12-31,haverhill,Management Fee - 12/2025,-120.99,expense,management_fee,grantmain_pm,
2025-12-31,haverhill,Insurance Services - 12/2025,-10.50,expense,insurance,grantmain_pm,
2025-12-31,haverhill,Admin Fee - 12/2025,-3.00,expense,admin_fee,grantmain_pm,
2026-01-08,oakfield,Trash & recycling - dumpster (from Oct work),-375.00,expense,trash_removal,grantmain_pm,Roc Dumpster WO#49730-1
2026-01-08,oakfield,Exterior repairs - aluminum trim (from Oct work),-1237.50,expense,maintenance,grantmain_pm,Roc Dumpster WO#49730-1
2026-01-08,haverhill,Subsidized Rent - S8 Portion,955.00,revenue,rent,grantmain_pm,S8 DHC
2026-01-08,haverhill,Rent - Dec 2025 tenant portion,190.00,revenue,rent,grantmain_pm,
2026-01-21,oakfield,Water - chargeback,-146.01,expense,utilities,grantmain_pm,
2026-01-22,haverhill,Rent - Dec 2025 tenant portion,10.00,revenue,rent,grantmain_pm,
2026-01-22,haverhill,Rent - Jan 2026 tenant portion,160.00,revenue,rent,grantmain_pm,
2026-01-28,oakfield,Maintenance materials markup,-0.14,expense,maintenance_materials,grantmain_pm,10% on HD $1.42
2026-01-31,oakfield,Management Fee - 01/2026,-100.00,expense,management_fee,grantmain_pm,
2026-01-31,haverhill,Management Fee - 01/2026,-131.50,expense,management_fee,grantmain_pm,
2026-02-05,haverhill,Rent - Jan 2026 tenant portion,12.00,revenue,rent,grantmain_pm,
2026-02-05,haverhill,Rent - Feb 2026 tenant portion,166.00,revenue,rent,grantmain_pm,
2026-02-05,haverhill,Rent - Feb 2026 tenant portion,179.00,revenue,rent,grantmain_pm,
2026-02-09,haverhill,Subsidized Rent - S8 Portion,955.00,revenue,rent,grantmain_pm,S8 DHC
2026-02-19,oakfield,Legal - eviction attorney,-310.00,expense,legal,grantmain_pm,LeVasseur Dyer & Associates
2026-02-23,oakfield,Construction mgmt fee - legal,-31.00,expense,construction_markup,grantmain_pm,10%
2026-02-28,oakfield,Management Fee - 02/2026,-100.00,expense,management_fee,grantmain_pm,
2026-02-28,haverhill,Management Fee - 02/2026,-131.20,expense,management_fee,grantmain_pm,
2026-02-28,,Corporate Filings LLC,-15.00,expense,legal_filing,mercury,
2026-02-28,,Corporate Filings LLC,-15.00,expense,legal_filing,mercury,
2026-03-10,,Relay Financial,-570.00,transfer,relay_outbound,mercury,
